35	38
35	650
35	719
35	739
35	832
35	839
35	860
35	863
35	864
35	866
35	868
35	875
35	880
35	881
35	885
35	886
35	909
35	910
35	914
35	915
35	916
35	917
35	919
35	921
35	925
35	928
35	929
35	948
35	995
35	1024
35	1025
35	1039
35	1042
35	1064
35	1077
35	1082
35	1089
35	1092
35	1121
35	1122
35	1125
35	1145
35	1169
35	1176
35	1178
35	1183
35	1193
35	1212
35	1235
35	1265
35	1266
35	1274
35	1298
35	1300
35	1500
35	1503
35	1854
38	719
38	739
38	832
38	839
38	860
38	864
38	875
38	880
38	881
38	885
38	909
38	914
38	915
38	916
38	917
38	919
38	921
38	925
38	928
38	929
38	948
38	1024
38	1042
38	1082
38	1089
38	1121
38	1145
38	1235
38	5386
38	5479
38	5513
38	5527
38	5529
38	5557
38	5569
38	5576
38	5596
38	5601
38	5606
38	5614
38	5624
38	5633
38	5634
38	5635
38	5731
38	5734
38	5802
574	576
574	6920
574	7073
574	7179
574	8051
574	11592
575	5479
575	6680
575	6920
575	7061
575	7073
575	7179
575	7700
575	8051
575	8212
575	10082
575	10195
575	20048
575	20928
576	577
576	689
576	7179
576	11592
576	24022
576	24049
577	579
577	689
577	7179
577	7869
577	9832
577	20928
577	24223
579	7179
579	10195
579	11592
579	24049
579	24328
579	24777
583	763
583	764
583	766
583	886
583	909
583	914
583	919
583	921
583	928
583	1025
583	1092
583	5386
583	5596
583	5633
583	6680
583	6908
583	7201
583	7239
583	7505
583	9044
583	24913
583	25458
583	25460
583	25461
583	25487
583	25503
583	25521
583	25543
583	25550
583	25557
583	25768
583	26417
627	7058
627	7747
627	8050
627	8300
627	8302
627	8439
627	8511
627	8803
627	9051
627	36090
627	36123
628	676
628	763
628	868
628	880
628	925
628	1024
628	1082
628	1183
628	1265
628	5513
628	5529
628	5624
628	5633
628	6600
628	6601
628	6736
628	6786
628	6908
628	6909
628	7121
628	7290
628	7805
628	8102
628	8307
628	8439
628	9046
628	9048
628	10494
628	10676
628	24327
628	24337
628	24912
628	24913
628	32483
628	33007
628	35065
628	48599
628	48604
628	48607
628	48680
628	48716
628	48766
628	50595
628	50757
631	1024
631	1178
631	1300
631	5596
631	7042
631	7053
631	7747
631	7750
631	7901
631	8803
631	24777
631	24913
631	25458
631	25460
631	50757
631	58379
631	58399
631	58472
642	643
642	763
642	866
642	886
642	1300
642	5386
642	6909
642	7059
642	7290
642	7300
642	7869
642	8371
642	9978
642	10635
642	24223
642	24340
642	24347
642	24912
642	33007
642	35830
642	48607
642	60605
643	680
643	832
643	886
643	1125
643	6736
643	6909
643	6974
643	7290
643	7300
643	7700
643	7869
643	7901
643	24223
643	24340
643	48607
643	48680
643	60605
650	674
650	689
650	748
650	832
650	839
650	860
650	863
650	864
650	866
650	868
650	875
650	880
650	881
650	885
650	909
650	915
650	948
650	1121
650	5386
650	5527
650	6625
650	6784
650	6968
650	6974
650	6975
650	7059
650	7080
650	7290
650	7834
650	7869
650	7925
650	7932
650	7933
650	8472
650	9832
650	9875
650	10795
650	10797
650	24223
650	24777
650	24913
650	25521
650	35476
650	72477
650	72481
650	72482
650	72483
650	72486
650	72520
650	72523
650	72537
650	72706
650	74255
664	665
664	666
664	667
664	688
664	5576
664	6758
664	6759
664	6760
664	6958
664	6959
664	7505
664	7625
664	9982
664	10795
664	25458
664	25543
664	35133
664	35943
664	74711
665	667
665	763
665	839
665	1082
665	1092
665	6758
665	6759
665	6760
665	7400
665	7625
665	8511
665	10795
665	24022
665	24347
665	25458
665	25461
665	25768
665	35133
665	35943
665	72482
665	77345
666	667
666	688
666	1025
666	1089
666	1265
666	5576
666	5731
666	6714
666	6758
666	6759
666	6760
666	6958
666	6959
666	7399
666	7505
666	7625
666	9091
666	9978
666	10796
666	24913
666	25458
666	25460
666	25461
666	25543
666	35133
666	35943
666	36032
666	58399
666	72482
666	74711
666	77345
667	688
667	1082
667	1193
667	5576
667	6636
667	6714
667	6758
667	6759
667	6760
667	6958
667	6959
667	7400
667	7505
667	7506
667	7625
667	24339
667	24340
667	25458
667	25543
667	35133
667	35943
667	74711
669	5596
669	6762
669	25458
669	58277
674	689
674	860
674	909
674	914
674	915
674	1169
674	1300
674	5479
674	5606
674	6974
674	7073
674	7113
674	7171
674	7179
674	7572
674	7595
674	7642
674	7699
674	7700
674	7804
674	7869
674	8051
674	8212
674	8548
674	9007
674	9875
674	10082
674	10195
674	10797
674	24777
674	35830
674	58399
674	72482
674	72483
674	72523
674	86462
674	86474
674	86491
674	87706
674	89294
676	995
676	5601
676	6680
676	6681
676	6909
676	6912
676	8312
676	24327
676	24337
676	24339
676	24347
676	24397
676	25487
676	35702
676	96228
676	97976
680	748
680	885
680	948
680	6959
680	100921
688	764
688	832
688	839
688	868
688	1024
688	1025
688	5557
688	5569
688	5731
688	6636
688	6696
688	6714
688	6736
688	6758
688	6759
688	6760
688	6958
688	6959
688	7059
688	7061
688	7121
688	7399
688	7400
688	7505
688	7656
688	7748
688	7805
688	7901
688	7902
688	8548
688	9978
688	9979
688	9982
688	24223
688	24912
688	24913
688	25461
